user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	aa_percent	translation_table	red_value	warnings
GCF_001299565.1_ASM129956v1_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	GCF_001457695.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	97.63	0.93	GCF_001457695.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	97.63	0.93	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_000163995.1, s__Campylobacter_D jejuni_A, 95.0, 91.0, 0.87; GCF_000254135.1, s__Campylobacter_D coli, 95.0, 86.08, 0.78; GCF_001687475.1, s__Campylobacter_D hepaticus, 95.0, 84.0, 0.87; GCF_001492295.1, s__Campylobacter_D coli_B, 95.0, 83.89, 0.78; GCF_000470055.1, s__Campylobacter_D coli_A, 95.0, 83.55, 0.82; GCF_002179165.1, s__Campylobacter_D jejuni_B, 95.0, 82.85, 0.77; GCF_000816305.1, s__Campylobacter_D subantarcticus, 95.0, 79.27, 0.43; GCF_000816225.1, s__Campylobacter_D lari_B, 95.0, 79.14, 0.49; GCF_001705345.1, s__Campylobacter_D ornithocola, 95.0, 79.12, 0.46; GCF_001017575.1, s__Campylobacter_D lari_C, 95.0, 79.11, 0.47; GCF_900111465.1, s__Campylobacter_D lari, 95.0, 79.08, 0.48; GCF_002104335.1, s__Campylobacter_D cuniculorum, 95.0, 78.98, 0.5; GCF_002179635.1, s__Campylobacter_D jejuni_C, 95.0, 78.97, 0.49; GCF_000816785.1, s__Campylobacter_D peloridis, 95.0, 78.89, 0.44; GCF_000816345.1, s__Campylobacter_D volucris, 95.0, 78.83, 0.5; GCF_000816245.1, s__Campylobacter_D sp000816245, 95.0, 78.77, 0.5; GCF_000816185.1, s__Campylobacter_D insulaenigrae, 95.0, 78.71, 0.44; GCF_002738235.1, s__Campylobacter_D sp002738235, 95.0, 78.59, 0.48; GCF_002080395.1, s__Campylobacter_D helveticus, 95.0, 78.58, 0.44; GCF_000620965.1, s__Campylobacter_D upsaliensis, 95.0, 78.47, 0.44; GCF_002238335.1, s__Campylobacter_D avium, 95.0, 77.04, 0.22	93.85	11	N/A	N/A
GCF_001299595.1_ASM129959v1_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	GCF_001457695.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	97.63	0.92	GCF_001457695.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	97.63	0.92	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_000163995.1, s__Campylobacter_D jejuni_A, 95.0, 91.0, 0.87; GCF_000254135.1, s__Campylobacter_D coli, 95.0, 86.08, 0.78; GCF_001687475.1, s__Campylobacter_D hepaticus, 95.0, 84.0, 0.87; GCF_001492295.1, s__Campylobacter_D coli_B, 95.0, 83.88, 0.78; GCF_000470055.1, s__Campylobacter_D coli_A, 95.0, 83.56, 0.83; GCF_002179165.1, s__Campylobacter_D jejuni_B, 95.0, 82.87, 0.77; GCF_000816305.1, s__Campylobacter_D subantarcticus, 95.0, 79.27, 0.43; GCF_001017575.1, s__Campylobacter_D lari_C, 95.0, 79.19, 0.47; GCF_000816225.1, s__Campylobacter_D lari_B, 95.0, 79.15, 0.49; GCF_001705345.1, s__Campylobacter_D ornithocola, 95.0, 79.12, 0.46; GCF_900111465.1, s__Campylobacter_D lari, 95.0, 79.09, 0.48; GCF_002104335.1, s__Campylobacter_D cuniculorum, 95.0, 79.0, 0.49; GCF_002179635.1, s__Campylobacter_D jejuni_C, 95.0, 78.97, 0.49; GCF_000816785.1, s__Campylobacter_D peloridis, 95.0, 78.89, 0.44; GCF_000816245.1, s__Campylobacter_D sp000816245, 95.0, 78.81, 0.5; GCF_000816345.1, s__Campylobacter_D volucris, 95.0, 78.79, 0.5; GCF_000816185.1, s__Campylobacter_D insulaenigrae, 95.0, 78.72, 0.44; GCF_002080395.1, s__Campylobacter_D helveticus, 95.0, 78.61, 0.43; GCF_002738235.1, s__Campylobacter_D sp002738235, 95.0, 78.61, 0.48; GCF_000620965.1, s__Campylobacter_D upsaliensis, 95.0, 78.47, 0.44; GCF_002238335.1, s__Campylobacter_D avium, 95.0, 77.09, 0.22	93.85	11	N/A	N/A
GCF_900638175.1_56527_F01_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	GCF_001457695.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	97.64	0.93	GCF_001457695.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	97.64	0.93	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_000163995.1, s__Campylobacter_D jejuni_A, 95.0, 90.98, 0.87; GCF_000254135.1, s__Campylobacter_D coli, 95.0, 86.08, 0.78; GCF_001687475.1, s__Campylobacter_D hepaticus, 95.0, 84.04, 0.86; GCF_001492295.1, s__Campylobacter_D coli_B, 95.0, 83.84, 0.78; GCF_000470055.1, s__Campylobacter_D coli_A, 95.0, 83.55, 0.82; GCF_002179165.1, s__Campylobacter_D jejuni_B, 95.0, 82.87, 0.77; GCF_000816305.1, s__Campylobacter_D subantarcticus, 95.0, 79.37, 0.42; GCF_001017575.1, s__Campylobacter_D lari_C, 95.0, 79.16, 0.47; GCF_001705345.1, s__Campylobacter_D ornithocola, 95.0, 79.12, 0.45; GCF_000816225.1, s__Campylobacter_D lari_B, 95.0, 79.12, 0.49; GCF_900111465.1, s__Campylobacter_D lari, 95.0, 79.11, 0.48; GCF_002104335.1, s__Campylobacter_D cuniculorum, 95.0, 79.02, 0.49; GCF_002179635.1, s__Campylobacter_D jejuni_C, 95.0, 78.95, 0.49; GCF_000816785.1, s__Campylobacter_D peloridis, 95.0, 78.87, 0.45; GCF_000816345.1, s__Campylobacter_D volucris, 95.0, 78.83, 0.5; GCF_000816245.1, s__Campylobacter_D sp000816245, 95.0, 78.75, 0.49; GCF_000816185.1, s__Campylobacter_D insulaenigrae, 95.0, 78.74, 0.44; GCF_002738235.1, s__Campylobacter_D sp002738235, 95.0, 78.6, 0.48; GCF_002080395.1, s__Campylobacter_D helveticus, 95.0, 78.57, 0.45; GCF_000620965.1, s__Campylobacter_D upsaliensis, 95.0, 78.48, 0.44; GCF_002238335.1, s__Campylobacter_D avium, 95.0, 76.84, 0.22	93.85	11	N/A	N/A
GCF_001865415.1_ASM186541v1_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	GCF_001457695.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	97.66	0.92	GCF_001457695.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	97.66	0.92	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_000163995.1, s__Campylobacter_D jejuni_A, 95.0, 91.11, 0.87; GCF_000254135.1, s__Campylobacter_D coli, 95.0, 86.34, 0.82; GCF_001492295.1, s__Campylobacter_D coli_B, 95.0, 84.09, 0.78; GCF_001687475.1, s__Campylobacter_D hepaticus, 95.0, 84.0, 0.87; GCF_000470055.1, s__Campylobacter_D coli_A, 95.0, 83.52, 0.83; GCF_002179165.1, s__Campylobacter_D jejuni_B, 95.0, 82.88, 0.79; GCF_000816305.1, s__Campylobacter_D subantarcticus, 95.0, 79.44, 0.42; GCF_000816785.1, s__Campylobacter_D peloridis, 95.0, 79.43, 0.46; GCF_001705345.1, s__Campylobacter_D ornithocola, 95.0, 79.36, 0.43; GCF_000816225.1, s__Campylobacter_D lari_B, 95.0, 79.21, 0.46; GCF_002104335.1, s__Campylobacter_D cuniculorum, 95.0, 79.2, 0.52; GCF_000816345.1, s__Campylobacter_D volucris, 95.0, 79.15, 0.5; GCF_001017575.1, s__Campylobacter_D lari_C, 95.0, 79.06, 0.46; GCF_002179635.1, s__Campylobacter_D jejuni_C, 95.0, 79.03, 0.49; GCF_900111465.1, s__Campylobacter_D lari, 95.0, 79.0, 0.5; GCF_000816245.1, s__Campylobacter_D sp000816245, 95.0, 78.88, 0.46; GCF_002080395.1, s__Campylobacter_D helveticus, 95.0, 78.79, 0.43; GCF_000816185.1, s__Campylobacter_D insulaenigrae, 95.0, 78.56, 0.44; GCF_002738235.1, s__Campylobacter_D sp002738235, 95.0, 78.49, 0.48; GCF_000620965.1, s__Campylobacter_D upsaliensis, 95.0, 78.41, 0.45; GCF_002238335.1, s__Campylobacter_D avium, 95.0, 76.86, 0.21	94.6	11	N/A	N/A
GCF_003060725.1_ASM306072v1_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	GCF_001457695.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	97.65	0.92	GCF_001457695.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	97.65	0.92	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_000163995.1, s__Campylobacter_D jejuni_A, 95.0, 91.01, 0.87; GCF_000254135.1, s__Campylobacter_D coli, 95.0, 85.97, 0.79; GCF_001687475.1, s__Campylobacter_D hepaticus, 95.0, 84.03, 0.85; GCF_000470055.1, s__Campylobacter_D coli_A, 95.0, 83.62, 0.84; GCF_001492295.1, s__Campylobacter_D coli_B, 95.0, 83.6, 0.78; GCF_002179165.1, s__Campylobacter_D jejuni_B, 95.0, 82.94, 0.77; GCF_000816305.1, s__Campylobacter_D subantarcticus, 95.0, 79.3, 0.41; GCF_001705345.1, s__Campylobacter_D ornithocola, 95.0, 79.22, 0.44; GCF_000816785.1, s__Campylobacter_D peloridis, 95.0, 79.19, 0.44; GCF_000816225.1, s__Campylobacter_D lari_B, 95.0, 79.1, 0.45; GCF_001017575.1, s__Campylobacter_D lari_C, 95.0, 79.08, 0.46; GCF_002104335.1, s__Campylobacter_D cuniculorum, 95.0, 78.93, 0.48; GCF_000816245.1, s__Campylobacter_D sp000816245, 95.0, 78.85, 0.46; GCF_900111465.1, s__Campylobacter_D lari, 95.0, 78.84, 0.49; GCF_002179635.1, s__Campylobacter_D jejuni_C, 95.0, 78.84, 0.47; GCF_000816345.1, s__Campylobacter_D volucris, 95.0, 78.81, 0.5; GCF_002080395.1, s__Campylobacter_D helveticus, 95.0, 78.61, 0.44; GCF_000816185.1, s__Campylobacter_D insulaenigrae, 95.0, 78.4, 0.48; GCF_002738235.1, s__Campylobacter_D sp002738235, 95.0, 78.28, 0.46; GCF_000620965.1, s__Campylobacter_D upsaliensis, 95.0, 78.18, 0.45; GCF_002238335.1, s__Campylobacter_D avium, 95.0, 77.18, 0.21	93.79	11	N/A	N/A
GCF_008727415.1_ASM872741v1_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	GCF_001457695.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	97.66	0.91	GCF_001457695.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	97.66	0.91	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_000163995.1, s__Campylobacter_D jejuni_A, 95.0, 91.22, 0.86; GCF_000254135.1, s__Campylobacter_D coli, 95.0, 86.06, 0.78; GCF_001687475.1, s__Campylobacter_D hepaticus, 95.0, 84.13, 0.88; GCF_001492295.1, s__Campylobacter_D coli_B, 95.0, 83.9, 0.79; GCF_000470055.1, s__Campylobacter_D coli_A, 95.0, 83.56, 0.85; GCF_002179165.1, s__Campylobacter_D jejuni_B, 95.0, 82.83, 0.76; GCF_000816305.1, s__Campylobacter_D subantarcticus, 95.0, 79.3, 0.42; GCF_001705345.1, s__Campylobacter_D ornithocola, 95.0, 79.21, 0.44; GCF_002179635.1, s__Campylobacter_D jejuni_C, 95.0, 79.08, 0.47; GCF_001017575.1, s__Campylobacter_D lari_C, 95.0, 79.08, 0.46; GCF_002104335.1, s__Campylobacter_D cuniculorum, 95.0, 79.0, 0.5; GCF_000816785.1, s__Campylobacter_D peloridis, 95.0, 79.0, 0.47; GCF_000816345.1, s__Campylobacter_D volucris, 95.0, 78.99, 0.48; GCF_000816245.1, s__Campylobacter_D sp000816245, 95.0, 78.97, 0.46; GCF_000816225.1, s__Campylobacter_D lari_B, 95.0, 78.9, 0.49; GCF_900111465.1, s__Campylobacter_D lari, 95.0, 78.83, 0.5; GCF_002080395.1, s__Campylobacter_D helveticus, 95.0, 78.79, 0.42; GCF_002738235.1, s__Campylobacter_D sp002738235, 95.0, 78.58, 0.47; GCF_000816185.1, s__Campylobacter_D insulaenigrae, 95.0, 78.4, 0.45; GCF_000620965.1, s__Campylobacter_D upsaliensis, 95.0, 78.27, 0.45; GCF_002238335.1, s__Campylobacter_D avium, 95.0, 76.97, 0.2	94.07	11	N/A	N/A
GCF_900638195.1_56553_F01_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	GCF_001457695.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	97.65	0.93	GCF_001457695.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	97.65	0.93	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_000163995.1, s__Campylobacter_D jejuni_A, 95.0, 91.13, 0.85; GCF_000254135.1, s__Campylobacter_D coli, 95.0, 85.93, 0.79; GCF_001687475.1, s__Campylobacter_D hepaticus, 95.0, 84.03, 0.89; GCF_001492295.1, s__Campylobacter_D coli_B, 95.0, 83.85, 0.76; GCF_000470055.1, s__Campylobacter_D coli_A, 95.0, 83.58, 0.85; GCF_002179165.1, s__Campylobacter_D jejuni_B, 95.0, 82.86, 0.78; GCF_002179635.1, s__Campylobacter_D jejuni_C, 95.0, 79.13, 0.48; GCF_001705345.1, s__Campylobacter_D ornithocola, 95.0, 79.05, 0.44; GCF_000816225.1, s__Campylobacter_D lari_B, 95.0, 79.04, 0.47; GCF_001017575.1, s__Campylobacter_D lari_C, 95.0, 79.03, 0.47; GCF_900111465.1, s__Campylobacter_D lari, 95.0, 79.02, 0.49; GCF_000816785.1, s__Campylobacter_D peloridis, 95.0, 78.9, 0.45; GCF_000816305.1, s__Campylobacter_D subantarcticus, 95.0, 78.87, 0.4; GCF_002104335.1, s__Campylobacter_D cuniculorum, 95.0, 78.84, 0.52; GCF_000816245.1, s__Campylobacter_D sp000816245, 95.0, 78.76, 0.48; GCF_000816345.1, s__Campylobacter_D volucris, 95.0, 78.76, 0.5; GCF_000816185.1, s__Campylobacter_D insulaenigrae, 95.0, 78.72, 0.43; GCF_002080395.1, s__Campylobacter_D helveticus, 95.0, 78.61, 0.43; GCF_002738235.1, s__Campylobacter_D sp002738235, 95.0, 78.38, 0.46; GCF_000620965.1, s__Campylobacter_D upsaliensis, 95.0, 78.25, 0.45; GCF_002238335.1, s__Campylobacter_D avium, 95.0, 77.38, 0.21	94.58	11	N/A	N/A
GCF_000807355.1_ASM80735v1_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	GCF_001457695.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	97.72	0.91	GCF_001457695.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	97.72	0.91	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_000163995.1, s__Campylobacter_D jejuni_A, 95.0, 90.93, 0.89; GCF_000254135.1, s__Campylobacter_D coli, 95.0, 86.06, 0.81; GCF_001687475.1, s__Campylobacter_D hepaticus, 95.0, 84.01, 0.86; GCF_001492295.1, s__Campylobacter_D coli_B, 95.0, 83.92, 0.75; GCF_000470055.1, s__Campylobacter_D coli_A, 95.0, 83.8, 0.83; GCF_002179165.1, s__Campylobacter_D jejuni_B, 95.0, 82.85, 0.78; GCF_000816305.1, s__Campylobacter_D subantarcticus, 95.0, 79.1, 0.42; GCF_001017575.1, s__Campylobacter_D lari_C, 95.0, 79.04, 0.46; GCF_000816225.1, s__Campylobacter_D lari_B, 95.0, 79.01, 0.47; GCF_001705345.1, s__Campylobacter_D ornithocola, 95.0, 78.98, 0.45; GCF_002179635.1, s__Campylobacter_D jejuni_C, 95.0, 78.95, 0.47; GCF_900111465.1, s__Campylobacter_D lari, 95.0, 78.87, 0.49; GCF_002104335.1, s__Campylobacter_D cuniculorum, 95.0, 78.85, 0.49; GCF_000816345.1, s__Campylobacter_D volucris, 95.0, 78.8, 0.5; GCF_000816785.1, s__Campylobacter_D peloridis, 95.0, 78.78, 0.43; GCF_000816245.1, s__Campylobacter_D sp000816245, 95.0, 78.7, 0.48; GCF_000816185.1, s__Campylobacter_D insulaenigrae, 95.0, 78.61, 0.45; GCF_002080395.1, s__Campylobacter_D helveticus, 95.0, 78.58, 0.42; GCF_000620965.1, s__Campylobacter_D upsaliensis, 95.0, 78.51, 0.44; GCF_002738235.1, s__Campylobacter_D sp002738235, 95.0, 78.48, 0.46; GCF_002238335.1, s__Campylobacter_D avium, 95.0, 76.78, 0.2	94.33	11	N/A	N/A
GCF_000835305.1_ASM83530v1_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	GCF_001457695.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	97.75	0.93	GCF_001457695.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	97.75	0.93	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_000163995.1, s__Campylobacter_D jejuni_A, 95.0, 91.06, 0.88; GCF_000254135.1, s__Campylobacter_D coli, 95.0, 85.94, 0.78; GCF_001687475.1, s__Campylobacter_D hepaticus, 95.0, 83.92, 0.88; GCF_001492295.1, s__Campylobacter_D coli_B, 95.0, 83.67, 0.79; GCF_000470055.1, s__Campylobacter_D coli_A, 95.0, 83.49, 0.83; GCF_002179165.1, s__Campylobacter_D jejuni_B, 95.0, 82.98, 0.76; GCF_001017575.1, s__Campylobacter_D lari_C, 95.0, 79.05, 0.47; GCF_000816225.1, s__Campylobacter_D lari_B, 95.0, 78.99, 0.47; GCF_001705345.1, s__Campylobacter_D ornithocola, 95.0, 78.97, 0.46; GCF_000816785.1, s__Campylobacter_D peloridis, 95.0, 78.97, 0.46; GCF_002179635.1, s__Campylobacter_D jejuni_C, 95.0, 78.94, 0.47; GCF_900111465.1, s__Campylobacter_D lari, 95.0, 78.91, 0.5; GCF_000816305.1, s__Campylobacter_D subantarcticus, 95.0, 78.87, 0.41; GCF_000816345.1, s__Campylobacter_D volucris, 95.0, 78.79, 0.5; GCF_002104335.1, s__Campylobacter_D cuniculorum, 95.0, 78.77, 0.51; GCF_000816245.1, s__Campylobacter_D sp000816245, 95.0, 78.75, 0.47; GCF_000816185.1, s__Campylobacter_D insulaenigrae, 95.0, 78.64, 0.47; GCF_002080395.1, s__Campylobacter_D helveticus, 95.0, 78.54, 0.42; GCF_000620965.1, s__Campylobacter_D upsaliensis, 95.0, 78.28, 0.45; GCF_002738235.1, s__Campylobacter_D sp002738235, 95.0, 78.27, 0.46; GCF_002238335.1, s__Campylobacter_D avium, 95.0, 76.96, 0.2	94.62	11	N/A	N/A
GCF_000017485.1_ASM1748v1_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	GCF_001457695.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	95.78	0.86	GCF_001457695.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	95.78	0.86	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_000163995.1, s__Campylobacter_D jejuni_A, 95.0, 90.51, 0.84; GCF_000254135.1, s__Campylobacter_D coli, 95.0, 85.6, 0.81; GCF_001687475.1, s__Campylobacter_D hepaticus, 95.0, 83.79, 0.88; GCF_001492295.1, s__Campylobacter_D coli_B, 95.0, 83.47, 0.72; GCF_000470055.1, s__Campylobacter_D coli_A, 95.0, 83.15, 0.83; GCF_002179165.1, s__Campylobacter_D jejuni_B, 95.0, 82.59, 0.74; GCF_000816305.1, s__Campylobacter_D subantarcticus, 95.0, 79.05, 0.39; GCF_002179635.1, s__Campylobacter_D jejuni_C, 95.0, 79.03, 0.47; GCF_000816345.1, s__Campylobacter_D volucris, 95.0, 78.95, 0.46; GCF_001017575.1, s__Campylobacter_D lari_C, 95.0, 78.94, 0.45; GCF_000816225.1, s__Campylobacter_D lari_B, 95.0, 78.91, 0.46; GCF_000816245.1, s__Campylobacter_D sp000816245, 95.0, 78.84, 0.45; GCF_002104335.1, s__Campylobacter_D cuniculorum, 95.0, 78.83, 0.46; GCF_001705345.1, s__Campylobacter_D ornithocola, 95.0, 78.82, 0.45; GCF_900111465.1, s__Campylobacter_D lari, 95.0, 78.71, 0.48; GCF_000620965.1, s__Campylobacter_D upsaliensis, 95.0, 78.63, 0.45; GCF_000816785.1, s__Campylobacter_D peloridis, 95.0, 78.58, 0.41; GCF_002738235.1, s__Campylobacter_D sp002738235, 95.0, 78.55, 0.47; GCF_000816185.1, s__Campylobacter_D insulaenigrae, 95.0, 78.47, 0.45; GCF_002080395.1, s__Campylobacter_D helveticus, 95.0, 78.4, 0.4	94.68	11	N/A	N/A
GCF_002983725.1_ASM298372v1_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	GCF_001457695.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	95.79	0.85	GCF_001457695.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	95.79	0.85	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_000163995.1, s__Campylobacter_D jejuni_A, 95.0, 90.46, 0.84; GCF_000254135.1, s__Campylobacter_D coli, 95.0, 85.61, 0.8; GCF_001687475.1, s__Campylobacter_D hepaticus, 95.0, 83.86, 0.88; GCF_001492295.1, s__Campylobacter_D coli_B, 95.0, 83.36, 0.72; GCF_000470055.1, s__Campylobacter_D coli_A, 95.0, 83.24, 0.8; GCF_002179165.1, s__Campylobacter_D jejuni_B, 95.0, 82.53, 0.74; GCF_002179635.1, s__Campylobacter_D jejuni_C, 95.0, 79.11, 0.47; GCF_000816225.1, s__Campylobacter_D lari_B, 95.0, 78.93, 0.47; GCF_001017575.1, s__Campylobacter_D lari_C, 95.0, 78.93, 0.45; GCF_000816345.1, s__Campylobacter_D volucris, 95.0, 78.92, 0.46; GCF_000816305.1, s__Campylobacter_D subantarcticus, 95.0, 78.92, 0.4; GCF_000816245.1, s__Campylobacter_D sp000816245, 95.0, 78.89, 0.45; GCF_001705345.1, s__Campylobacter_D ornithocola, 95.0, 78.84, 0.45; GCF_900111465.1, s__Campylobacter_D lari, 95.0, 78.78, 0.49; GCF_000816785.1, s__Campylobacter_D peloridis, 95.0, 78.73, 0.42; GCF_000620965.1, s__Campylobacter_D upsaliensis, 95.0, 78.7, 0.45; GCF_002104335.1, s__Campylobacter_D cuniculorum, 95.0, 78.69, 0.47; GCF_000816185.1, s__Campylobacter_D insulaenigrae, 95.0, 78.4, 0.44; GCF_002738235.1, s__Campylobacter_D sp002738235, 95.0, 78.39, 0.46; GCF_002080395.1, s__Campylobacter_D helveticus, 95.0, 78.28, 0.4	94.68	11	N/A	N/A
