fasta_header,hit_num,sseq_length,sseq_accession,sseq_description,bitscore,evalue,matched_residues,alignment_length,percent_identity,qseq_length
Cam_31072019_Iso_10_27F_34,12,1479,MN075411,"Streptococcus equinus strain CNU G3 16S ribosomal RNA gene, partial sequence",2049.01,0,1139,1140,99.9122807,1139
Cam_31072019_Iso_10_27F_34,13,1867673,LR594042,"Streptococcus gallolyticus subsp. gallolyticus strain NCTC8133 genome assembly, chromosome: 1",2049.01,0,1139,1140,99.9122807,1139
Cam_31072019_Iso_10_27F_34,14,1873522,LR134282,"Streptococcus equinus strain NCTC8140 genome assembly, chromosome: 1",2049.01,0,1139,1140,99.9122807,1139
Cam_31072019_Iso_10_27F_34,15,1498,MF380371,"Streptococcus equinus strain DMF7 16S ribosomal RNA gene, partial sequence",2049.01,0,1139,1140,99.9122807,1139
Cam_31072019_Iso_10_27F_34,16,1490,LC269355,"Streptococcus sp. JCM 7880 gene for 16S ribosomal RNA, partial sequence",2049.01,0,1139,1140,99.9122807,1139
Cam_31072019_Iso_10_27F_34,17,1486,LC269354,"Streptococcus sp. JCM 7878 gene for 16S ribosomal RNA, partial sequence",2049.01,0,1139,1140,99.9122807,1139
Cam_31072019_Iso_10_27F_34,18,1501,LC145574,"Streptococcus equinus gene for 16S ribosomal RNA, partial sequence, strain: JCM 5802",2049.01,0,1139,1140,99.9122807,1139
Cam_31072019_Iso_10_27F_34,19,1448,KF697905,"Bacterium DAZ1002 16S ribosomal RNA gene, partial sequence",2049.01,0,1139,1140,99.9122807,1139
Cam_31072019_Iso_10_27F_34,20,1509,KT696499,"Streptococcus lutetiensis strain OZK27 16S ribosomal RNA gene, partial sequence",2049.01,0,1139,1140,99.9122807,1139
Cam_31072019_Iso_10_27F_34,21,1509,KT630832,"Streptococcus lutetiensis strain OZK22 16S ribosomal RNA gene, partial sequence",2049.01,0,1139,1140,99.9122807,1139
Cam_31072019_Iso_10_27F_34,22,1509,KT630830,"Streptococcus lutetiensis strain OZK20 16S ribosomal RNA gene, partial sequence",2049.01,0,1139,1140,99.9122807,1139
Cam_31072019_Iso_10_27F_34,23,1486,AB849354,"Streptococcus equinus gene for 16S ribosomal RNA, partial sequence, strain: CG44",2049.01,0,1139,1140,99.9122807,1139
Cam_31072019_Iso_10_27F_34,24,1483,AB849353,"Streptococcus equinus gene for 16S ribosomal RNA, partial sequence, strain: CG50",2049.01,0,1139,1140,99.9122807,1139
Cam_31072019_Iso_10_27F_34,25,1481,AB849351,"Streptococcus equinus gene for 16S ribosomal RNA, partial sequence, strain: CG68",2049.01,0,1139,1140,99.9122807,1139
Cam_31072019_Iso_10_27F_34,26,1487,KF156794,"Streptococcus equinus strain 2B 16S ribosomal RNA gene, partial sequence",2049.01,0,1139,1140,99.9122807,1139
Cam_31072019_Iso_10_27F_34,27,1510,JX218605,"Uncultured rumen bacterium clone MXML-E3 16S ribosomal RNA gene, partial sequence",2049.01,0,1139,1140,99.9122807,1139
Cam_31072019_Iso_10_27F_34,28,1472,AB680225,"Streptococcus equinus gene for 16S rRNA, partial sequence, strain: NBRC 12058",2049.01,0,1139,1140,99.9122807,1139
Cam_31072019_Iso_10_27F_34,29,1468,AB680224,"Streptococcus equinus gene for 16S rRNA, partial sequence, strain: NBRC 12057",2049.01,0,1139,1140,99.9122807,1139
Cam_31072019_Iso_10_27F_34,30,1456,HQ452825,"Streptococcus sp. L10 16S ribosomal RNA gene, partial sequence",2049.01,0,1139,1140,99.9122807,1139
Cam_31072019_Iso_10_27F_34,31,1447,HQ452824,"Streptococcus sp. L8 16S ribosomal RNA gene, partial sequence",2049.01,0,1139,1140,99.9122807,1139
Cam_31072019_Iso_10_27F_34,32,1434,HQ452822,"Streptococcus sp. L2 16S ribosomal RNA gene, partial sequence",2049.01,0,1139,1140,99.9122807,1139
Cam_31072019_Iso_10_27F_34,33,1540,AB563263,"Streptococcus equinus gene for 16S rRNA, partial sequence, strain: BP1-4",2049.01,0,1139,1140,99.9122807,1139
Cam_31072019_Iso_10_27F_34,34,1540,AB563225,"Streptococcus equinus gene for 16S rRNA, partial sequence, strain: W1",2049.01,0,1139,1140,99.9122807,1139
Cam_31072019_Iso_10_27F_34,35,1540,AB563227,"Streptococcus equinus gene for 16S rRNA, partial sequence, strain: W3",2049.01,0,1139,1140,99.9122807,1139
Cam_31072019_Iso_10_27F_34,36,1303,HQ008641,"Uncultured bacterium clone Camel_AAR_313 16S ribosomal RNA gene, partial sequence",2049.01,0,1139,1140,99.9122807,1139
Cam_31072019_Iso_10_27F_34,37,1397,FJ677375,"Uncultured bacterium clone 3-2H12 16S ribosomal RNA gene, partial sequence",2049.01,0,1139,1140,99.9122807,1139
Cam_31072019_Iso_10_27F_34,38,1411,FJ672660,"Uncultured bacterium clone Ll142-7A17 16S ribosomal RNA gene, partial sequence",2049.01,0,1139,1140,99.9122807,1139
Cam_31072019_Iso_10_27F_34,39,1544,EU842622,"Uncultured bacterium clone 1103200826814 16S ribosomal RNA gene, partial sequence",2049.01,0,1139,1140,99.9122807,1139
Cam_31072019_Iso_10_27F_34,40,1524,EU842174,"Uncultured bacterium clone 1101352028262 16S ribosomal RNA gene, partial sequence",2049.01,0,1139,1140,99.9122807,1139
Cam_31072019_Iso_10_27F_34,41,1539,AB362710,"Streptococcus equinus gene for 16S rRNA, partial sequence, strain: NRIC 1535",2049.01,0,1139,1140,99.9122807,1139
Cam_31072019_Iso_10_27F_34,42,1470,AY500370,"Streptococcus bovis isolate Sb5 16S ribosomal RNA gene, partial sequence",2049.01,0,1139,1140,99.9122807,1139
Cam_31072019_Iso_10_27F_34,43,1470,DQ148959,"Streptococcus bovis isolate SbH1 16S ribosomal RNA gene, partial sequence",2049.01,0,1139,1140,99.9122807,1139
Cam_31072019_Iso_10_27F_34,44,1470,AY347306,"Streptococcus bovis strain Sb R1 16S ribosomal RNA gene, partial sequence",2049.01,0,1139,1140,99.9122807,1139
Cam_31072019_Iso_10_27F_34,45,1463,DQ393019,"Rumen bacterium A52 16S ribosomal RNA gene, partial sequence",2049.01,0,1139,1140,99.9122807,1139
Cam_31072019_Iso_10_27F_34,46,1500,DQ393002,"Rumen bacterium 6/9293-4 16S ribosomal RNA gene, partial sequence",2049.01,0,1139,1140,99.9122807,1139
Cam_31072019_Iso_10_27F_34,47,1539,AF396921,"Streptococcus bovis strain C14b1 16S ribosomal RNA gene, partial sequence",2049.01,0,1139,1140,99.9122807,1139
Cam_31072019_Iso_10_27F_34,48,1529,DQ256285,"Uncultured rumen bacterium clone S5 16S ribosomal RNA gene, partial sequence",2049.01,0,1139,1140,99.9122807,1139
Cam_31072019_Iso_10_27F_34,49,1529,DQ256283,"Uncultured rumen bacterium clone S3 16S ribosomal RNA gene, partial sequence",2049.01,0,1139,1140,99.9122807,1139
Cam_31072019_Iso_10_27F_34,50,1540,AB563229,"Streptococcus equinus gene for 16S rRNA, partial sequence, strain: W5",2049.01,0,1139,1140,99.9122807,1139
Cam_31072019_Iso_2_27F_40,1,1493,AB849363,"Selenomonas ruminantium gene for 16S ribosomal RNA, partial sequence, strain: CA84",2026.47,0,1128,1130,99.82300885,1132
Cam_31072019_Iso_2_27F_40,2,1363,GQ327068,"Uncultured rumen bacterium clone CAL2SF08 16S ribosomal RNA gene, partial sequence",2004.83,0,1125,1133,99.29390997,1132
Cam_31072019_Iso_2_27F_40,3,1551,EF195237,"Selenomonas sp. MCB2 16S ribosomal RNA gene, partial sequence",2001.22,0,1123,1130,99.38053097,1132
Cam_31072019_Iso_2_27F_40,4,1524,DQ673572,"Uncultured rumen bacterium clone GRC107 16S ribosomal RNA gene, partial sequence",1967.86,0,1115,1130,98.67256637,1132
Cam_31072019_Iso_2_27F_40,5,1521,AB616253,"Uncultured rumen bacterium gene for 16S rRNA, partial sequence, clone: D-A-CA128",1959.74,0,1114,1130,98.5840708,1132
Cam_31072019_Iso_2_27F_40,6,1527,AY244891,"Uncultured rumen bacterium clone BF13 16S ribosomal RNA gene, partial sequence",1959.74,0,1114,1130,98.5840708,1132
Cam_31072019_Iso_2_27F_40,7,1522,AB614936,"Uncultured rumen bacterium 16S rRNA, partial sequence, clone: R-B-CA112",1930.89,0,1109,1131,98.05481874,1132
Cam_31072019_Iso_2_27F_40,8,1458,EU327400,"Selenomonas ruminantium strain LongL2 16S ribosomal RNA gene, partial sequence",1929.99,0,1108,1131,97.96640141,1132
Cam_31072019_Iso_2_27F_40,9,3003680,AP012292,"Selenomonas ruminantium subsp. lactilytica TAM6421 DNA, complete genome",1927.28,0,1106,1130,97.87610619,1132
Cam_31072019_Iso_2_27F_40,10,1458,EU327399,"Selenomonas ruminantium strain LongL1 16S ribosomal RNA gene, partial sequence",1925.48,0,1107,1131,97.87798408,1132
Cam_31072019_Iso_2_27F_40,11,1356,AB849362,"Selenomonas sp. MCB2 gene for 16S ribosomal RNA, partial sequence",1923.68,0,1106,1131,97.78956676,1132
Cam_31072019_Iso_2_27F_40,12,1522,AB615122,"Uncultured rumen bacterium 16S rRNA, partial sequence, clone: R-C-CA106",1918.27,0,1104,1130,97.69911504,1132
Cam_31072019_Iso_2_27F_40,13,1522,AB612393,"Uncultured rumen bacterium gene for 16S rRNA, partial sequence, clone: D-A-51",1918.27,0,1104,1130,97.69911504,1132
Cam_31072019_Iso_2_27F_40,14,1483,EU850496,"Uncultured rumen bacterium clone BF265 16S ribosomal RNA gene, partial sequence",1911.05,0,1106,1132,97.70318021,1132
Cam_31072019_Iso_2_27F_40,15,1417,AB198428,"Selenomonas ruminantium gene for 16S rRNA, partial sequence, strain: S8",1910.15,0,1103,1130,97.61061947,1132
Cam_31072019_Iso_2_27F_40,16,1316,HQ008601,"Uncultured bacterium clone Camel_AAR_273 16S ribosomal RNA gene, partial sequence",1906.55,0,1099,1126,97.60213144,1132
Cam_31072019_Iso_2_27F_40,17,1527,HQ400151,"Uncultured rumen bacterium clone L102RT-2-G12 16S ribosomal RNA gene, partial sequence",1901.14,0,1103,1132,97.43816254,1132
Cam_31072019_Iso_2_27F_40,18,1316,HQ008606,"Uncultured bacterium clone Camel_AAR_278 16S ribosomal RNA gene, partial sequence",1901.14,0,1100,1127,97.60425909,1132
Cam_31072019_Iso_2_27F_40,19,1417,AB198431,"Selenomonas ruminantium gene for 16S rRNA, partial sequence, strain: S40",1901.14,0,1101,1130,97.43362832,1132
Cam_31072019_Iso_2_27F_40,20,1522,KR067945,"Uncultured rumen bacterium clone YAK-C62 16S ribosomal RNA gene, partial sequence",1900.23,0,1100,1130,97.34513274,1132
Cam_31072019_Iso_2_27F_40,21,1542,KC290763,"Uncultured bacterium clone LGM37 16S ribosomal RNA gene, partial sequence",1900.23,0,1100,1130,97.34513274,1132
Cam_31072019_Iso_2_27F_40,22,1525,AY685144,"Selenomonas ruminantium isolate M12 16S ribosomal RNA gene, partial sequence",1899.33,0,1102,1131,97.43589744,1132
Cam_31072019_Iso_2_27F_40,23,1417,AB198424,"Selenomonas ruminantium gene for 16S rRNA, partial sequence, strain: S1",1898.43,0,1103,1133,97.3521624,1132
Cam_31072019_Iso_2_27F_40,24,1521,AB616581,"Uncultured rumen bacterium gene for 16S rRNA, partial sequence, clone: D-C-CA108",1896.63,0,1100,1130,97.34513274,1132
Cam_31072019_Iso_2_27F_40,25,1522,AB615126,"Uncultured rumen bacterium 16S rRNA, partial sequence, clone: R-C-CA110",1893.92,0,1103,1132,97.43816254,1132
Cam_31072019_Iso_2_27F_40,26,1522,AB612627,"Uncultured rumen bacterium gene for 16S rRNA, partial sequence, clone: D-B-CA19",1893.92,0,1103,1132,97.43816254,1132
Cam_31072019_Iso_2_27F_40,27,1508,AB616633,"Uncultured rumen bacterium gene for 16S rRNA, partial sequence, clone: D-C-CA160",1893.92,0,1103,1132,97.43816254,1132
Cam_31072019_Iso_2_27F_40,28,1552,AY685145,"Selenomonas ruminantium isolate L6 16S ribosomal RNA gene, partial sequence",1893.92,0,1103,1132,97.43816254,1132
Cam_31072019_Iso_2_27F_40,29,1486,NR_044734,"Selenomonas ruminantium strain GA192 16S ribosomal RNA, partial sequence",1893.92,0,1095,1130,96.90265487,1132
Cam_31072019_Iso_2_27F_40,30,1415,AB198441,"Selenomonas ruminantium gene for 16S rRNA, partial sequence, strain: S211",1893.02,0,1103,1131,97.52431477,1132
Cam_31072019_Iso_2_27F_40,31,1508,AB730802,"Selenomonas sp. G31 gene for 16S rRNA, partial sequence",1892.12,0,1098,1130,97.16814159,1132
Cam_31072019_Iso_2_27F_40,32,1528,HQ399884,"Uncultured rumen bacterium clone L102RC-5-E10 16S ribosomal RNA gene, partial sequence",1892.12,0,1098,1130,97.16814159,1132
Cam_31072019_Iso_2_27F_40,33,1417,AB198437,"Selenomonas ruminantium gene for 16S rRNA, partial sequence, strain: S172",1892.12,0,1099,1130,97.25663717,1132
Cam_31072019_Iso_2_27F_40,34,1417,AB198426,"Selenomonas ruminantium gene for 16S rRNA, partial sequence, strain: S4",1892.12,0,1099,1130,97.25663717,1132
Cam_31072019_Iso_2_27F_40,35,1525,HQ399997,"Uncultured rumen bacterium clone L102RT-1-B06 16S ribosomal RNA gene, partial sequence",1891.22,0,1098,1130,97.16814159,1132
Cam_31072019_Iso_2_27F_40,36,1417,AB198439,"Selenomonas ruminantium gene for 16S rRNA, partial sequence, strain: S209",1891.22,0,1101,1131,97.34748011,1132
Cam_31072019_Iso_2_27F_40,37,1528,AY244910,"Uncultured rumen bacterium clone BF32 16S ribosomal RNA gene, partial sequence",1891.22,0,1098,1130,97.16814159,1132
Cam_31072019_Iso_2_27F_40,38,1527,GU304559,"Uncultured rumen bacterium clone L406RT-6-E12 16S ribosomal RNA gene, partial sequence",1887.61,0,1100,1132,97.17314488,1132
Cam_31072019_Iso_2_27F_40,39,1552,AY685143,"Selenomonas ruminantium isolate L1 16S ribosomal RNA gene, partial sequence",1886.71,0,1097,1130,97.07964602,1132
Cam_31072019_Iso_2_27F_40,40,1534,EU843013,"Uncultured bacterium clone 1101352040731 16S ribosomal RNA gene, partial sequence",1883.1,0,1098,1131,97.08222812,1132
Cam_31072019_Iso_2_27F_40,41,1522,KR068138,"Uncultured rumen bacterium clone YAK-E51 16S ribosomal RNA gene, partial sequence",1882.2,0,1096,1130,96.99115044,1132
Cam_31072019_Iso_2_27F_40,42,1522,AB555463,"Uncultured rumen bacterium 16S rRNA, partial sequence, clone: R-C-CA49",1882.2,0,1096,1130,96.99115044,1132
Cam_31072019_Iso_2_27F_40,43,1562,AB185786,"Uncultured rumen bacterium gene for 16S rRNA, partial sequence, clone: U29-E08",1882.2,0,1103,1135,97.18061674,1132
Cam_31072019_Iso_2_27F_40,44,1349,KF697796,"Bacterium AC2024 16S ribosomal RNA gene, partial sequence",1881.3,0,1098,1131,97.08222812,1132
Cam_31072019_Iso_2_27F_40,45,1481,AB685262,"Selenomonas ruminantium gene for 16S ribosomal RNA, partial sequence, strain: CT2",1880.4,0,1095,1130,96.90265487,1132
Cam_31072019_Iso_2_27F_40,46,1419,FJ673406,"Uncultured bacterium clone 130-5B15 16S ribosomal RNA gene, partial sequence",1879.49,0,1101,1133,97.17563989,1132
Cam_31072019_Iso_2_27F_40,47,1520,KJ159245,"Uncultured bacterium clone LlaJ45 16S ribosomal RNA gene, partial sequence",1878.59,0,1094,1130,96.81415929,1132
Cam_31072019_Iso_2_27F_40,48,1552,AB781639,"Uncultured Veillonellaceae bacterium gene for 16S ribosomal RNA, partial sequence, clone: N48",1878.59,0,1096,1130,96.99115044,1132
Cam_31072019_Iso_2_27F_40,49,1525,AY685142,"Selenomonas ruminantium isolate M40 16S ribosomal RNA gene, partial sequence",1877.69,0,1095,1130,96.90265487,1132
Cam_31072019_Iso_2_27F_40,50,1400,JQ674696,"Selenomonas ruminantium strain 2C4 16S ribosomal RNA gene, partial sequence",1870.48,0,1079,1107,97.47064137,1132
Cam_31072019_Iso_3_27F_42,1,3003680,AP012292,"Selenomonas ruminantium subsp. lactilytica TAM6421 DNA, complete genome",1664.89,0,944,957,98.6415883,956
Cam_31072019_Iso_3_27F_42,2,1521,AB616581,"Uncultured rumen bacterium gene for 16S rRNA, partial sequence, clone: D-C-CA108",1661.29,0,944,957,98.6415883,956
Cam_31072019_Iso_3_27F_42,3,1534,EU843013,"Uncultured bacterium clone 1101352040731 16S ribosomal RNA gene, partial sequence",1657.68,0,942,957,98.43260188,956
Cam_31072019_Iso_3_27F_42,4,1417,AB198426,"Selenomonas ruminantium gene for 16S rRNA, partial sequence, strain: S4",1656.78,0,943,957,98.53709509,956
Cam_31072019_Iso_3_27F_42,5,1508,AB730802,"Selenomonas sp. G31 gene for 16S rRNA, partial sequence",1655.88,0,942,957,98.43260188,956
Cam_31072019_Iso_3_27F_42,6,1408,HQ008604,"Uncultured bacterium clone Camel_AAR_276 16S ribosomal RNA gene, partial sequence",1655.88,0,942,957,98.43260188,956
Cam_31072019_Iso_3_27F_42,7,1316,HQ008601,"Uncultured bacterium clone Camel_AAR_273 16S ribosomal RNA gene, partial sequence",1655.88,0,942,957,98.43260188,956
Cam_31072019_Iso_3_27F_42,8,1528,AY244910,"Uncultured rumen bacterium clone BF32 16S ribosomal RNA gene, partial sequence",1655.88,0,942,957,98.43260188,956
Cam_31072019_Iso_3_27F_42,9,1458,EU327400,"Selenomonas ruminantium strain LongL2 16S ribosomal RNA gene, partial sequence",1654.07,0,943,958,98.434238,956
Cam_31072019_Iso_3_27F_42,10,1417,AB198428,"Selenomonas ruminantium gene for 16S rRNA, partial sequence, strain: S8",1652.27,0,942,957,98.43260188,956
Cam_31072019_Iso_3_27F_42,11,1522,KR068100,"Uncultured rumen bacterium clone YAK-E11 16S ribosomal RNA gene, partial sequence",1651.37,0,941,957,98.32810867,956
Cam_31072019_Iso_3_27F_42,12,1522,KR067945,"Uncultured rumen bacterium clone YAK-C62 16S ribosomal RNA gene, partial sequence",1651.37,0,941,957,98.32810867,956
Cam_31072019_Iso_3_27F_42,13,1552,AY685143,"Selenomonas ruminantium isolate L1 16S ribosomal RNA gene, partial sequence",1651.37,0,941,957,98.32810867,956
Cam_31072019_Iso_3_27F_42,14,1542,KC290763,"Uncultured bacterium clone LGM37 16S ribosomal RNA gene, partial sequence",1646.86,0,940,957,98.22361546,956
Cam_31072019_Iso_3_27F_42,15,1525,HQ399997,"Uncultured rumen bacterium clone L102RT-1-B06 16S ribosomal RNA gene, partial sequence",1646.86,0,940,957,98.22361546,956
Cam_31072019_Iso_3_27F_42,16,1423,HM008866,"Uncultured bacterium clone Camel_AAR_221 16S ribosomal RNA gene, partial sequence",1646.86,0,940,957,98.22361546,956
Cam_31072019_Iso_3_27F_42,17,1433,AB558164,"Selenomonas ruminantium subsp. lactilytica gene for 16S ribosomal RNA, partial sequence, strain: JCM 7528",1646.86,0,940,957,98.22361546,956
Cam_31072019_Iso_3_27F_42,18,1527,GU304559,"Uncultured rumen bacterium clone L406RT-6-E12 16S ribosomal RNA gene, partial sequence",1646.86,0,940,957,98.22361546,956
Cam_31072019_Iso_3_27F_42,19,1458,EU327399,"Selenomonas ruminantium strain LongL1 16S ribosomal RNA gene, partial sequence",1645.06,0,941,958,98.22546973,956
Cam_31072019_Iso_3_27F_42,20,1481,AB685262,"Selenomonas ruminantium gene for 16S ribosomal RNA, partial sequence, strain: CT2",1644.16,0,938,956,98.11715481,956
Cam_31072019_Iso_3_27F_42,21,1400,JQ674696,"Selenomonas ruminantium strain 2C4 16S ribosomal RNA gene, partial sequence",1644.16,0,939,957,98.11912226,956
Cam_31072019_Iso_3_27F_42,22,1417,AB198437,"Selenomonas ruminantium gene for 16S rRNA, partial sequence, strain: S172",1643.25,0,940,957,98.22361546,956
Cam_31072019_Iso_3_27F_42,23,1486,NR_044734,"Selenomonas ruminantium strain GA192 16S ribosomal RNA, partial sequence",1643.25,0,938,957,98.01462905,956
Cam_31072019_Iso_3_27F_42,24,1535,KP765486,"Uncultured rumen bacterium clone YAK36 16S ribosomal RNA gene, partial sequence",1642.35,0,939,957,98.11912226,956
Cam_31072019_Iso_3_27F_42,25,1417,AB198431,"Selenomonas ruminantium gene for 16S rRNA, partial sequence, strain: S40",1638.75,0,939,957,98.11912226,956
Cam_31072019_Iso_3_27F_42,26,1522,AB612627,"Uncultured rumen bacterium gene for 16S rRNA, partial sequence, clone: D-B-CA19",1637.84,0,938,957,98.01462905,956
Cam_31072019_Iso_3_27F_42,27,1508,AB616633,"Uncultured rumen bacterium gene for 16S rRNA, partial sequence, clone: D-C-CA160",1637.84,0,938,957,98.01462905,956
Cam_31072019_Iso_3_27F_42,28,1370,JQ674699,"Selenomonas ruminantium strain 3F11L 16S ribosomal RNA gene, partial sequence",1637.84,0,937,956,98.0125523,956
Cam_31072019_Iso_3_27F_42,29,1527,HQ400151,"Uncultured rumen bacterium clone L102RT-2-G12 16S ribosomal RNA gene, partial sequence",1637.84,0,938,957,98.01462905,956
Cam_31072019_Iso_3_27F_42,30,1316,HQ008602,"Uncultured bacterium clone Camel_AAR_274 16S ribosomal RNA gene, partial sequence",1637.84,0,938,957,98.01462905,956
Cam_31072019_Iso_3_27F_42,31,1452,AB009188,"Unidentified rumen bacterium RFN3 gene for 16S ribosomal RNA, partial sequence",1636.94,0,938,957,98.01462905,956
Cam_31072019_Iso_3_27F_42,32,1646,AB781651,"Uncultured Veillonellaceae bacterium gene for 16S ribosomal RNA, partial sequence, clone: N125",1635.14,0,941,959,98.12304484,956
Cam_31072019_Iso_3_27F_42,33,1462,AF221600,"Selenomonas ruminantium isolate ES3 16S ribosomal RNA gene, partial sequence",1635.14,0,939,957,98.11912226,956
Cam_31072019_Iso_3_27F_42,34,1389,M62703,Selenomonas ruminantium (strain HD4) 16S ribosomal RNA,1635.14,0,936,957,97.80564263,956
Cam_31072019_Iso_3_27F_42,35,1522,AB615122,"Uncultured rumen bacterium 16S rRNA, partial sequence, clone: R-C-CA106",1633.34,0,937,957,97.91013584,956
Cam_31072019_Iso_3_27F_42,36,1522,AB612393,"Uncultured rumen bacterium gene for 16S rRNA, partial sequence, clone: D-A-51",1633.34,0,937,957,97.91013584,956
Cam_31072019_Iso_3_27F_42,37,1520,KJ159245,"Uncultured bacterium clone LlaJ45 16S ribosomal RNA gene, partial sequence",1629.73,0,935,957,97.70114943,956
Cam_31072019_Iso_3_27F_42,38,1528,HQ399884,"Uncultured rumen bacterium clone L102RC-5-E10 16S ribosomal RNA gene, partial sequence",1629.73,0,936,957,97.80564263,956
Cam_31072019_Iso_3_27F_42,39,1417,AB198439,"Selenomonas ruminantium gene for 16S rRNA, partial sequence, strain: S209",1629.73,0,937,957,97.91013584,956
Cam_31072019_Iso_3_27F_42,40,1376,KF697891,"Bacterium AE3005 16S ribosomal RNA gene, partial sequence",1627.02,0,935,957,97.70114943,956
Cam_31072019_Iso_3_27F_42,41,1417,AB198424,"Selenomonas ruminantium gene for 16S rRNA, partial sequence, strain: S1",1625.22,0,936,957,97.80564263,956
Cam_31072019_Iso_3_27F_42,42,1522,AB615126,"Uncultured rumen bacterium 16S rRNA, partial sequence, clone: R-C-CA110",1624.32,0,935,957,97.70114943,956
Cam_31072019_Iso_3_27F_42,43,1645,AY685141,"Selenomonas ruminantium isolate L14 16S ribosomal RNA gene, partial sequence",1624.32,0,935,957,97.70114943,956
Cam_31072019_Iso_3_27F_42,44,1527,AY244891,"Uncultured rumen bacterium clone BF13 16S ribosomal RNA gene, partial sequence",1624.32,0,935,957,97.70114943,956
Cam_31072019_Iso_3_27F_42,45,1316,HQ008606,"Uncultured bacterium clone Camel_AAR_278 16S ribosomal RNA gene, partial sequence",1622.51,0,938,959,97.81021898,956
Cam_31072019_Iso_3_27F_42,46,1499,MF184880,"Uncultured bacterium clone 350_9 16S ribosomal RNA gene, partial sequence",1619.81,0,934,957,97.59665622,956
Cam_31072019_Iso_3_27F_42,47,1487,MF184878,"Uncultured bacterium clone 350_1 16S ribosomal RNA gene, partial sequence",1619.81,0,934,957,97.59665622,956
Cam_31072019_Iso_3_27F_42,48,1349,KF697796,"Bacterium AC2024 16S ribosomal RNA gene, partial sequence",1619.81,0,934,957,97.59665622,956
Cam_31072019_Iso_3_27F_42,49,1475,MK954139,"Selenomonas sp. strain S15 16S ribosomal RNA gene, partial sequence",1618.91,0,937,958,97.80793319,956
Cam_31072019_Iso_3_27F_42,50,1475,AB017195,"Selenomonas ruminantium gene for 16S rRNA, partial sequence",1618.91,0,937,958,97.80793319,956
Cam_31072019_Iso_4_27F_44,1,1423,KF697989,"Bacterium FD2005 16S ribosomal RNA gene, partial sequence",2060.73,0,1156,1160,99.65517241,1160
Cam_31072019_Iso_4_27F_44,2,1435,KF697786,"Bacterium AC2012 16S ribosomal RNA gene, partial sequence",2060.73,0,1156,1160,99.65517241,1160
Cam_31072019_Iso_4_27F_44,3,1398,JF781302,"Lachnospiraceae bacterium 3F22C 16S ribosomal RNA gene, partial sequence",2060.73,0,1156,1160,99.65517241,1160
Cam_31072019_Iso_4_27F_44,4,1491,GU324409,"Rumen bacterium NK4C38 16S ribosomal RNA gene, partial sequence",2052.62,0,1154,1160,99.48275862,1160
Cam_31072019_Iso_4_27F_44,5,1487,GU324358,"Rumen bacterium NK2A35 16S ribosomal RNA gene, partial sequence",2052.62,0,1154,1160,99.48275862,1160
Cam_31072019_Iso_4_27F_44,6,1487,GU324357,"Rumen bacterium NK2A14 16S ribosomal RNA gene, partial sequence",2051.72,0,1154,1160,99.48275862,1160
Cam_31072019_Iso_4_27F_44,7,1522,AY854291,"Uncultured bacterium clone CATTLE_29 16S ribosomal RNA gene, partial sequence",2051.72,0,1154,1160,99.48275862,1160
Cam_31072019_Iso_4_27F_44,8,1404,JF781301,"Lachnospiraceae bacterium 3F21C 16S ribosomal RNA gene, partial sequence",2049.91,0,1155,1161,99.48320413,1160
Cam_31072019_Iso_4_27F_44,9,1348,AY858542,"Uncultured bacterium clone ELAND_95 16S ribosomal RNA gene, partial sequence",2039.09,0,1152,1160,99.31034483,1160
Cam_31072019_Iso_4_27F_44,10,1461,AB849411,"Lachnospiraceae bacterium CA60 gene for 16S ribosomal RNA, partial sequence",2033.68,0,1150,1160,99.13793103,1160
Cam_31072019_Iso_4_27F_44,11,1492,AB612766,"Uncultured rumen bacterium gene for 16S rRNA, partial sequence, clone: D-C-67",2033.68,0,1150,1160,99.13793103,1160
Cam_31072019_Iso_4_27F_44,12,1492,AB616342,"Uncultured rumen bacterium gene for 16S rRNA, partial sequence, clone: D-B-130",2033.68,0,1150,1160,99.13793103,1160
Cam_31072019_Iso_4_27F_44,13,1492,AB614869,"Uncultured rumen bacterium 16S rRNA, partial sequence, clone: R-B-132",2029.17,0,1149,1160,99.05172414,1160
Cam_31072019_Iso_4_27F_44,14,1419,HQ404371,"Butyrivibrio fibrisolvens strain WG-1 16S ribosomal RNA gene, partial sequence",2025.57,0,1151,1165,98.79828326,1160
Cam_31072019_Iso_4_27F_44,15,1523,AB512030,"Uncultured bacterium gene for 16S rRNA, partial sequence, clone: MEL-17",2024.67,0,1148,1160,98.96551724,1160
Cam_31072019_Iso_4_27F_44,16,1523,AB512027,"Uncultured bacterium gene for 16S rRNA, partial sequence, clone: MEL-14",2024.67,0,1148,1160,98.96551724,1160
Cam_31072019_Iso_4_27F_44,17,1523,AB506631,"Uncultured bacterium gene for 16S rRNA, partial sequence, clone: ST-E12",2015.65,0,1146,1160,98.79310345,1160
Cam_31072019_Iso_4_27F_44,18,1351,JQ316643,"Lachnospiraceae bacterium 4C56CA 16S ribosomal RNA gene, partial sequence",1994.01,0,1124,1130,99.46902655,1160
Cam_31072019_Iso_4_27F_44,19,1196,AB730699,"Lachnospiraceae bacterium RM58 gene for 16S rRNA, partial sequence",1924.58,0,1120,1148,97.56097561,1160
