,header,sseq_length,sseq_accession,sseq_description,bitscore,evalue,matched_residues,alignment_length,percent_identity,qseq_length,hit_num
25_E-0_MM.ITS1_50,>25_E-0_MM.ITS1_50,713.0,KY105345,"Scheffersomyces lignosus culture CBS:4705 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence",593.693,2.98913e-165,371.0,394.0,94.16243654822335,395.0,32
25_E-0_MM.ITS1_50,>25_E-0_MM.ITS1_50,720.0,KY105343,"Scheffersomyces insectosa culture CBS:10110 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence",593.693,2.98913e-165,371.0,394.0,94.16243654822335,395.0,33
25_E-0_MM.ITS1_50,>25_E-0_MM.ITS1_50,2940.0,LC120362,"Scheffersomyces insectosa genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2, 26S rRNA, partial and complete sequence, strain: JCM 9842",593.693,2.98913e-165,371.0,394.0,94.16243654822335,395.0,34
25_E-0_MM.ITS1_50,>25_E-0_MM.ITS1_50,2939.0,LC120360,"Scheffersomyces lignosus genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2, 26S rRNA, partial and complete sequence, strain: JCM 9837",593.693,2.98913e-165,371.0,394.0,94.16243654822335,395.0,35
25_E-0_MM.ITS1_50,>25_E-0_MM.ITS1_50,2939.0,LC119086,"Scheffersomyces sp. Y1052_SICYLG3 gene for 18S rRNA, ITS1, 5.8S rRNA, ITS2, 26S rRNA, partial and complete sequence, strain: Y1052-SICYLG3",593.693,2.98913e-165,371.0,394.0,94.16243654822335,395.0,36
25_E-0_MM.ITS1_50,>25_E-0_MM.ITS1_50,737.0,KY105420,"Schwanniomyces yamadae culture CBS:5009 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence",587.381,1.27101e-163,372.0,395.0,94.17721518987342,395.0,37
25_E-0_MM.ITS1_50,>25_E-0_MM.ITS1_50,781.0,KY105351,"Scheffersomyces shehatae culture CBS:7263 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",585.578,4.43626e-163,369.0,394.0,93.65482233502537,395.0,38
25_E-0_MM.ITS1_50,>25_E-0_MM.ITS1_50,777.0,KY105350,"Scheffersomyces shehatae culture CBS:7261 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",585.578,4.43626e-163,369.0,394.0,93.65482233502537,395.0,39
25_E-0_MM.ITS1_50,>25_E-0_MM.ITS1_50,640.0,KY105349,"Scheffersomyces shehatae culture CBS:2779 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence",585.578,4.43626e-163,369.0,394.0,93.65482233502537,395.0,40
25_E-0_MM.ITS1_50,>25_E-0_MM.ITS1_50,2938.0,LC120361,"Scheffersomyces shehatae genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2, 26S rRNA, partial and complete sequence, strain: JCM 9840",585.578,4.43626e-163,369.0,394.0,93.65482233502537,395.0,41
25_E-0_MM.ITS1_50,>25_E-0_MM.ITS1_50,732.0,KY102218,"Candida multigemmis culture CBS:6524 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence",578.364,6.58399e-161,371.0,397.0,93.45088161209067,395.0,42
25_E-0_MM.ITS1_50,>25_E-0_MM.ITS1_50,716.0,KY104672,"Priceomyces medius culture CBS:5521 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence",572.053,9.77151e-159,370.0,397.0,93.19899244332494,395.0,43
25_E-0_MM.ITS1_50,>25_E-0_MM.ITS1_50,684.0,KY102002,"[Candida] boleticola culture CBS:7847 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence",563.036,5.06177e-156,367.0,394.0,93.1472081218274,395.0,44
25_E-0_MM.ITS1_50,>25_E-0_MM.ITS1_50,714.0,KY102001,"[Candida] boleticola culture CBS:10111 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence",563.036,5.06177e-156,367.0,394.0,93.1472081218274,395.0,45
25_E-0_MM.ITS1_50,>25_E-0_MM.ITS1_50,718.0,KY101999,"[Candida] boleticola culture CBS:8180 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence",563.036,5.06177e-156,367.0,394.0,93.1472081218274,395.0,46
25_E-0_MM.ITS1_50,>25_E-0_MM.ITS1_50,697.0,KY101998,"[Candida] boleticola culture CBS:7844 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence",563.036,5.06177e-156,367.0,394.0,93.1472081218274,395.0,47
25_E-0_MM.ITS1_50,>25_E-0_MM.ITS1_50,2933.0,LC120354,"Scheffersomyces sp. Y206-LUMAAM genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2, 26S rRNA, partial and complete sequence, strain: Y206-LUMAAM",563.036,5.06177e-156,363.0,393.0,92.36641221374046,395.0,48
25_E-0_MM.ITS1_50,>25_E-0_MM.ITS1_50,720.0,KY104671,"Priceomyces haplophilus culture CBS:2028 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence",558.527,6.1665e-155,368.0,398.0,92.46231155778895,395.0,49
25_E-0_MM.ITS1_50,>25_E-0_MM.ITS1_50,2933.0,LC120355,"Scheffersomyces sp. Y718-LUCEAM genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2, 26S rRNA, partial and complete sequence, strain: Y718-LUCEAM",558.527,6.1665e-155,362.0,393.0,92.1119592875318,395.0,50
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1434.0,MK391157,"Streptococcus macedonicus strain ICMP 22235 16S ribosomal RNA gene, partial sequence",1597.27,0.0,885.0,885.0,100.0,885.0,1
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1423.0,KY952169,"Streptococcus gallolyticus subsp. gallolyticus strain ERUGALL17 16S ribosomal RNA gene, partial sequence",1597.27,0.0,885.0,885.0,100.0,885.0,2
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1389.0,MF354612,"Streptococcus sp. strain CAU:2360 16S ribosomal RNA gene, partial sequence",1597.27,0.0,885.0,885.0,100.0,885.0,3
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1437.0,KP009836,"Streptococcus gallolyticus strain VTM3R15 16S ribosomal RNA gene, partial sequence",1597.27,0.0,885.0,885.0,100.0,885.0,4
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1417.0,KP009834,"Streptococcus gallolyticus strain VTM4R18 16S ribosomal RNA gene, partial sequence",1597.27,0.0,885.0,885.0,100.0,885.0,5
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1415.0,KP009830,"Streptococcus gallolyticus strain VTM1R33 16S ribosomal RNA gene, partial sequence",1597.27,0.0,885.0,885.0,100.0,885.0,6
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1413.0,KP009828,"Streptococcus gallolyticus strain VTM4R20 16S ribosomal RNA gene, partial sequence",1597.27,0.0,885.0,885.0,100.0,885.0,7
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1421.0,KP009827,"Streptococcus gallolyticus strain VTM4R13 16S ribosomal RNA gene, partial sequence",1597.27,0.0,885.0,885.0,100.0,885.0,8
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1407.0,KP009825,"Streptococcus gallolyticus strain VTM3R32 16S ribosomal RNA gene, partial sequence",1597.27,0.0,885.0,885.0,100.0,885.0,9
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1436.0,KP009812,"Streptococcus gallolyticus strain VTM1R41 16S ribosomal RNA gene, partial sequence",1597.27,0.0,885.0,885.0,100.0,885.0,10
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1437.0,KP009808,"Streptococcus gallolyticus strain VTM1R27 16S ribosomal RNA gene, partial sequence",1597.27,0.0,885.0,885.0,100.0,885.0,11
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1438.0,KP009807,"Streptococcus gallolyticus strain VTM1R25 16S ribosomal RNA gene, partial sequence",1597.27,0.0,885.0,885.0,100.0,885.0,12
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1539.0,AF459431,"Streptococcus macedonicus 16S ribosomal RNA gene, partial sequence",1597.27,0.0,885.0,885.0,100.0,885.0,13
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1447.0,AF298198,"Streptococcus sp. LRC 0255 16S ribosomal RNA gene, partial sequence",1597.27,0.0,885.0,885.0,100.0,885.0,14
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1452.0,MF369894,"Streptococcus gallolyticus strain CAU:252 16S ribosomal RNA gene, partial sequence",1592.76,0.0,884.0,885.0,99.88700564971752,885.0,15
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1415.0,KP009843,"Streptococcus gallolyticus strain VTM4R54 16S ribosomal RNA gene, partial sequence",1592.76,0.0,884.0,885.0,99.88700564971752,885.0,16
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1411.0,KP009838,"Streptococcus gallolyticus strain VTM1R44 16S ribosomal RNA gene, partial sequence",1592.76,0.0,884.0,885.0,99.88700564971752,885.0,17
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1440.0,KP009815,"Streptococcus gallolyticus strain VTM2R45 16S ribosomal RNA gene, partial sequence",1592.76,0.0,884.0,885.0,99.88700564971752,885.0,18
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1541.0,AB563253,"Streptococcus macedonicus gene for 16S rRNA, partial sequence, strain: W48",1592.76,0.0,884.0,885.0,99.88700564971752,885.0,19
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1541.0,AB563246,"Streptococcus macedonicus gene for 16S rRNA, partial sequence, strain: W33",1592.76,0.0,884.0,885.0,99.88700564971752,885.0,20
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1399.0,KP009841,"Streptococcus gallolyticus strain VTM3R37 16S ribosomal RNA gene, partial sequence",1591.86,0.0,882.0,882.0,100.0,885.0,21
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1438.0,KP009831,"Streptococcus gallolyticus strain VTM2R39 16S ribosomal RNA gene, partial sequence",1590.96,0.0,885.0,886.0,99.88713318284425,885.0,22
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1442.0,KP009821,"Streptococcus gallolyticus strain VTM3R21 16S ribosomal RNA gene, partial sequence",1590.96,0.0,885.0,886.0,99.88713318284425,885.0,23
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1435.0,KP009820,"Streptococcus gallolyticus strain VTM3R17 16S ribosomal RNA gene, partial sequence",1590.96,0.0,885.0,886.0,99.88713318284425,885.0,24
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1439.0,KP009819,"Streptococcus gallolyticus strain VTM3R12 16S ribosomal RNA gene, partial sequence",1590.96,0.0,885.0,886.0,99.88713318284425,885.0,25
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1436.0,KP009818,"Streptococcus gallolyticus strain VTM3R11 16S ribosomal RNA gene, partial sequence",1590.96,0.0,885.0,886.0,99.88713318284425,885.0,26
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1437.0,KP009816,"Streptococcus gallolyticus strain VTM2R47 16S ribosomal RNA gene, partial sequence",1590.96,0.0,885.0,886.0,99.88713318284425,885.0,27
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1441.0,KP009809,"Streptococcus gallolyticus strain VTM1R29 16S ribosomal RNA gene, partial sequence",1590.96,0.0,885.0,886.0,99.88713318284425,885.0,28
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1440.0,KP009837,"Streptococcus gallolyticus strain VTM1R31 16S ribosomal RNA gene, partial sequence",1589.15,0.0,884.0,885.0,99.88700564971752,885.0,29
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1436.0,KP009824,"Streptococcus gallolyticus strain VTM3R26 16S ribosomal RNA gene, partial sequence",1589.15,0.0,884.0,885.0,99.88700564971752,885.0,30
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1436.0,KP009823,"Streptococcus gallolyticus strain VTM3R24 16S ribosomal RNA gene, partial sequence",1589.15,0.0,884.0,885.0,99.88700564971752,885.0,31
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1471.0,MH819633,"Streptococcus macedonicus strain HBUAS54400 16S ribosomal RNA gene, partial sequence",1588.25,0.0,883.0,885.0,99.77401129943503,885.0,32
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1010.0,MH748282,"Streptococcus macedonicus strain S43E1 16S ribosomal RNA gene, partial sequence",1588.25,0.0,883.0,885.0,99.77401129943503,885.0,33
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1471.0,MH701913,"Streptococcus macedonicus strain HBUAS54123 16S ribosomal RNA gene, partial sequence",1588.25,0.0,883.0,885.0,99.77401129943503,885.0,34
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1456.0,MG550989,"Streptococcus macedonicus strain NWAFU7001 16S ribosomal RNA gene, partial sequence",1588.25,0.0,883.0,885.0,99.77401129943503,885.0,35
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1396.0,MF582800,"Streptococcus gallolyticus strain CAU3063 16S ribosomal RNA gene, partial sequence",1588.25,0.0,883.0,885.0,99.77401129943503,885.0,36
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1392.0,MF424848,"Streptococcus gallolyticus strain CAU6173 16S ribosomal RNA gene, partial sequence",1588.25,0.0,883.0,885.0,99.77401129943503,885.0,37
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1410.0,MF424837,"Streptococcus gallolyticus strain CAU2263 16S ribosomal RNA gene, partial sequence",1588.25,0.0,883.0,885.0,99.77401129943503,885.0,38
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1395.0,MF424833,"Streptococcus gallolyticus strain CAU1197 16S ribosomal RNA gene, partial sequence",1588.25,0.0,883.0,885.0,99.77401129943503,885.0,39
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1417.0,MF424809,"Streptococcus gallolyticus strain CAU1155 16S ribosomal RNA gene, partial sequence",1588.25,0.0,883.0,885.0,99.77401129943503,885.0,40
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1412.0,MF424496,"Streptococcus gallolyticus strain CAU2810 16S ribosomal RNA gene, partial sequence",1588.25,0.0,883.0,885.0,99.77401129943503,885.0,41
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1391.0,MF424107,"Streptococcus gallolyticus strain CAU82 16S ribosomal RNA gene, partial sequence",1588.25,0.0,883.0,885.0,99.77401129943503,885.0,42
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1399.0,MF424090,"Streptococcus gallolyticus strain CAU2431 16S ribosomal RNA gene, partial sequence",1588.25,0.0,883.0,885.0,99.77401129943503,885.0,43
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1409.0,MF355253,"Streptococcus sp. strain CAU:4090 16S ribosomal RNA gene, partial sequence",1588.25,0.0,883.0,885.0,99.77401129943503,885.0,44
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1388.0,MF355038,"Streptococcus gallolyticus strain CAU:1245 16S ribosomal RNA gene, partial sequence",1588.25,0.0,883.0,885.0,99.77401129943503,885.0,45
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1391.0,MF354448,"Streptococcus gallolyticus strain CAU:2811 16S ribosomal RNA gene, partial sequence",1588.25,0.0,883.0,885.0,99.77401129943503,885.0,46
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1390.0,MF354447,"Streptococcus gallolyticus strain CAU:2812 16S ribosomal RNA gene, partial sequence",1588.25,0.0,883.0,885.0,99.77401129943503,885.0,47
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1488.0,KU315094,"Streptococcus gallolyticus strain R1 16S ribosomal RNA gene, partial sequence",1588.25,0.0,883.0,885.0,99.77401129943503,885.0,48
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,2052496.0,CP013688,"Streptococcus gallolyticus strain ICDDRB-NRC-S1, complete genome",1588.25,0.0,883.0,885.0,99.77401129943503,885.0,49
Viki_Iso_2.616F_25,>Viki_Iso_2.616F_25,1484.0,LC097080,"Streptococcus macedonicus gene for 16S ribosomal RNA, partial sequence, strain: JCM 11119",1588.25,0.0,883.0,885.0,99.77401129943503,885.0,50
Viki_Iso_24.616F_15,>Viki_Iso_24.616F_15,1418.0,MK548501,"Acinetobacter lwoffii strain KY5 16S ribosomal RNA gene, partial sequence",2051.72,0.0,1137.0,1137.0,100.0,1137.0,1
Viki_Iso_24.616F_15,>Viki_Iso_24.616F_15,1433.0,MG517432,"Acinetobacter sp. strain 9E3434KR 16S ribosomal RNA gene, partial sequence",2051.72,0.0,1137.0,1137.0,100.0,1137.0,2
Viki_Iso_24.616F_15,>Viki_Iso_24.616F_15,1404.0,KF924207,"Acinetobacter lwoffii strain M0209 16S ribosomal RNA gene, partial sequence",2051.72,0.0,1137.0,1137.0,100.0,1137.0,3
Viki_Iso_24.616F_15,>Viki_Iso_24.616F_15,1434.0,GU083586,"Acinetobacter lwoffii strain UW7 16S ribosomal RNA gene, partial sequence",2051.72,0.0,1137.0,1137.0,100.0,1137.0,4
Viki_Iso_24.616F_15,>Viki_Iso_24.616F_15,1438.0,FJ373029,"Acinetobacter lwoffii strain S3-2 16S ribosomal RNA gene, partial sequence",2048.11,0.0,1135.0,1135.0,100.0,1137.0,5
Viki_Iso_24.616F_15,>Viki_Iso_24.616F_15,1440.0,FJ373025,"Acinetobacter lwoffii strain W1-3 16S ribosomal RNA gene, partial sequence",2048.11,0.0,1135.0,1135.0,100.0,1137.0,6
Viki_Iso_24.616F_15,>Viki_Iso_24.616F_15,1428.0,JQ236849,"Acinetobacter lwoffii strain hswx83 16S ribosomal RNA gene, partial sequence",2047.21,0.0,1136.0,1137.0,99.91204925241864,1137.0,7
Viki_Iso_24.616F_15,>Viki_Iso_24.616F_15,1415.0,MH057243,"Acinetobacter sp. strain ESS-07 16S ribosomal RNA gene, partial sequence",2045.4,0.0,1137.0,1138.0,99.91212653778558,1137.0,8
Viki_Iso_24.616F_15,>Viki_Iso_24.616F_15,1406.0,KX900595,"Acinetobacter sp. strain Yifu105 16S ribosomal RNA gene, partial sequence",2045.4,0.0,1137.0,1138.0,99.91212653778558,1137.0,9
Viki_Iso_24.616F_15,>Viki_Iso_24.616F_15,1426.0,KC456554,"Acinetobacter lwoffii strain ALK425 16S ribosomal RNA gene, partial sequence",2045.4,0.0,1137.0,1138.0,99.91212653778558,1137.0,10
Viki_Iso_24.616F_15,>Viki_Iso_24.616F_15,1302.0,GU595299,"Acinetobacter lwoffii strain SB14-24 16S ribosomal RNA gene, partial sequence",2045.4,0.0,1137.0,1138.0,99.91212653778558,1137.0,11
Viki_Iso_24.616F_15,>Viki_Iso_24.616F_15,1358.0,HM324414,"Uncultured bacterium clone ncd427b12c1 16S ribosomal RNA gene, partial sequence",2043.6,0.0,1134.0,1135.0,99.91189427312776,1137.0,12
Viki_Iso_24.616F_15,>Viki_Iso_24.616F_15,1430.0,MN176504,"Acinetobacter lwoffii strain MXR1709B04 16S ribosomal RNA gene, partial sequence",2042.7,0.0,1135.0,1137.0,99.8240985048373,1137.0,13
Viki_Iso_24.616F_15,>Viki_Iso_24.616F_15,1396.0,KF993657,"Acinetobacter lwoffii strain 2A 16S ribosomal RNA gene, partial sequence",2042.7,0.0,1135.0,1137.0,99.8240985048373,1137.0,14
Viki_Iso_24.616F_15,>Viki_Iso_24.616F_15,1404.0,KF817740,"Acinetobacter lwoffii strain TB-128 16S ribosomal RNA gene, partial sequence",2042.7,0.0,1135.0,1137.0,99.8240985048373,1137.0,15
Viki_Iso_24.616F_15,>Viki_Iso_24.616F_15,1410.0,KF817684,"Acinetobacter lwoffii strain AM-72 16S ribosomal RNA gene, partial sequence",2042.7,0.0,1135.0,1137.0,99.8240985048373,1137.0,16
Viki_Iso_24.616F_15,>Viki_Iso_24.616F_15,1423.0,KC139416,"Acinetobacter lwoffii strain Hb-15 16S ribosomal RNA gene, partial sequence",2042.7,0.0,1135.0,1137.0,99.8240985048373,1137.0,17
Viki_Iso_24.616F_15,>Viki_Iso_24.616F_15,1390.0,JQ407774,"Acinetobacter lwoffii strain BVC54 16S ribosomal RNA gene, partial sequence",2042.7,0.0,1135.0,1137.0,99.8240985048373,1137.0,18
Viki_Iso_24.616F_15,>Viki_Iso_24.616F_15,1441.0,GU977189,"Acinetobacter sp. 951-NA6 16S ribosomal RNA gene, partial sequence",2042.7,0.0,1135.0,1137.0,99.8240985048373,1137.0,19
Viki_Iso_24.616F_15,>Viki_Iso_24.616F_15,1445.0,MK947012,"Uncultured bacterium clone 206031 16S ribosomal RNA gene, partial sequence",2041.8,0.0,1135.0,1136.0,99.91197183098592,1137.0,20
Viki_Iso_24.616F_15,>Viki_Iso_24.616F_15,1494.0,MH144243,"Acinetobacter lwoffii strain PgBE20 16S ribosomal RNA gene, partial sequence",2041.8,0.0,1135.0,1136.0,99.91197183098592,1137.0,21
Viki_Iso_24.616F_15,>Viki_Iso_24.616F_15,1398.0,MH057253,"Acinetobacter sp. strain LSS-08 16S ribosomal RNA gene, partial sequence",2041.8,0.0,1135.0,1136.0,99.91197183098592,1137.0,22
Viki_Iso_24.616F_15,>Viki_Iso_24.616F_15,1140.0,MF615138,"Uncultured Acinetobacter sp. clone 39 16S ribosomal RNA gene, partial sequence",2041.8,0.0,1135.0,1136.0,99.91197183098592,1137.0,23
Viki_Iso_24.616F_15,>Viki_Iso_24.616F_15,1424.0,KU922404,"Acinetobacter lwoffii strain I45 16S ribosomal RNA gene, partial sequence",2041.8,0.0,1135.0,1136.0,99.91197183098592,1137.0,24
Viki_Iso_24.616F_15,>Viki_Iso_24.616F_15,1242.0,KU983653,"Acinetobacter sp. strain CPO 11.60 16S ribosomal RNA gene, partial sequence",2041.8,0.0,1135.0,1136.0,99.91197183098592,1137.0,25
Viki_Iso_24.616F_15,>Viki_Iso_24.616F_15,1380.0,KT386371,"Uncultured bacterium clone 958-19 16S ribosomal RNA gene, partial sequence",2041.8,0.0,1133.0,1134.0,99.91181657848325,1137.0,26
Viki_Iso_24.616F_15,>Viki_Iso_24.616F_15,1242.0,LN774665,"Acinetobacter lwoffii partial 16S rRNA gene, isolate 0312MAR1A1",2041.8,0.0,1135.0,1136.0,99.91197183098592,1137.0,27
Viki_Iso_24.616F_15,>Viki_Iso_24.616F_15,1359.0,KF090832,"Uncultured bacterium clone nck139g01c1 16S ribosomal RNA gene, partial sequence",2041.8,0.0,1135.0,1136.0,99.91197183098592,1137.0,28
Viki_Iso_24.616F_15,>Viki_Iso_24.616F_15,1359.0,KF071437,"Uncultured bacterium clone ncd498d09c1 16S ribosomal RNA gene, partial sequence",2041.8,0.0,1135.0,1136.0,99.91197183098592,1137.0,29
Viki_Iso_24.616F_15,>Viki_Iso_24.616F_15,1359.0,KF070283,"Uncultured bacterium clone nbw1178b12c1 16S ribosomal RNA gene, partial sequence",2041.8,0.0,1135.0,1136.0,99.91197183098592,1137.0,30
Viki_Iso_24.616F_15,>Viki_Iso_24.616F_15,1359.0,KF070091,"Uncultured bacterium clone nbw1188b09c1 16S ribosomal RNA gene, partial sequence",2041.8,0.0,1135.0,1136.0,99.91197183098592,1137.0,31
Viki_Iso_24.616F_15,>Viki_Iso_24.616F_15,1500.0,KF228932,"Acinetobacter sp. JUN-14 16S ribosomal RNA gene, partial sequence",2041.8,0.0,1135.0,1136.0,99.91197183098592,1137.0,32
Viki_Iso_24.616F_15,>Viki_Iso_24.616F_15,1499.0,KC408599,"Uncultured bacterium clone 624ForB_35 16S ribosomal RNA gene, partial sequence",2041.8,0.0,1135.0,1136.0,99.91197183098592,1137.0,33
Viki_Iso_24.616F_15,>Viki_Iso_24.616F_15,1442.0,HE662652,"Acinetobacter sp. S25 partial 16S rRNA gene, strain S25",2041.8,0.0,1135.0,1136.0,99.91197183098592,1137.0,34
Viki_Iso_24.616F_15,>Viki_Iso_24.616F_15,1449.0,HQ860484,"Uncultured bacterium clone A-24 16S ribosomal RNA gene, partial sequence",2041.8,0.0,1135.0,1136.0,99.91197183098592,1137.0,35
Viki_Iso_24.616F_15,>Viki_Iso_24.616F_15,1449.0,HQ860684,"Uncultured bacterium clone D-73 16S ribosomal RNA gene, partial sequence",2041.8,0.0,1135.0,1136.0,99.91197183098592,1137.0,36
Viki_Iso_24.616F_15,>Viki_Iso_24.616F_15,1492.0,JQ638583,"Acinetobacter sp. CIP 51.11 16S ribosomal RNA gene, partial sequence",2041.8,0.0,1135.0,1136.0,99.91197183098592,1137.0,37
Viki_Iso_24.616F_15,>Viki_Iso_24.616F_15,1499.0,JQ088448,"Uncultured bacterium clone B18-45-B03 16S ribosomal RNA gene, partial sequence",2041.8,0.0,1135.0,1136.0,99.91197183098592,1137.0,38
Viki_Iso_24.616F_15,>Viki_Iso_24.616F_15,1359.0,JF225851,"Uncultured bacterium clone ncd2569h02c1 16S ribosomal RNA gene, partial sequence",2041.8,0.0,1135.0,1136.0,99.91197183098592,1137.0,39
Viki_Iso_24.616F_15,>Viki_Iso_24.616F_15,1359.0,JF209359,"Uncultured bacterium clone ncd2407d12c1 16S ribosomal RNA gene, partial sequence",2041.8,0.0,1135.0,1136.0,99.91197183098592,1137.0,40
Viki_Iso_24.616F_15,>Viki_Iso_24.616F_15,1359.0,JF133903,"Uncultured bacterium clone ncd1535h11c1 16S ribosomal RNA gene, partial sequence",2041.8,0.0,1135.0,1136.0,99.91197183098592,1137.0,41
Viki_Iso_24.616F_15,>Viki_Iso_24.616F_15,1400.0,GU726964,"Acinetobacter sp. enrichment culture clone SA_R7_1 16S ribosomal RNA gene, partial sequence",2041.8,0.0,1135.0,1136.0,99.91197183098592,1137.0,42
Viki_Iso_24.616F_15,>Viki_Iso_24.616F_15,1503.0,GQ415371,"Uncultured bacterium clone DQB-T29 16S ribosomal RNA gene, partial sequence",2041.8,0.0,1135.0,1136.0,99.91197183098592,1137.0,43
Viki_Iso_24.616F_15,>Viki_Iso_24.616F_15,1380.0,HM559131,"Uncultured bacterium clone TIGU685 16S ribosomal RNA gene, partial sequence",2041.8,0.0,1135.0,1136.0,99.91197183098592,1137.0,44
Viki_Iso_24.616F_15,>Viki_Iso_24.616F_15,1370.0,HM558584,"Uncultured bacterium clone BIGO408 16S ribosomal RNA gene, partial sequence",2041.8,0.0,1135.0,1136.0,99.91197183098592,1137.0,45
